Region,AccessFrequency,Performance,Redundancy,PricePerGB
southcentralus,Transaction Optimized,Standard HDD,LRS,0.06
southcentralus,Transaction Optimized,Standard HDD,GRS,0.1
southcentralus,Transaction Optimized,Standard HDD,ZRS,0.075
southcentralus,Transaction Optimized,Standard HDD,GZRS,na
southcentralus,Transaction Optimized,Premium SSD,LRS,na
southcentralus,Transaction Optimized,Premium SSD,GRS,na
southcentralus,Transaction Optimized,Premium SSD,ZRS,na
southcentralus,Transaction Optimized,Premium SSD,GZRS,na
southeastasia,Hot Tier,Standard HDD,LRS,0.0276
southeastasia,Hot Tier,Standard HDD,GRS,0.0552
southeastasia,Hot Tier,Standard HDD,ZRS,0.0345
southeastasia,Hot Tier,Standard HDD,GZRS,0.0705
southeastasia,Hot Tier,Premium SSD,LRS,0.192
southeastasia,Hot Tier,Premium SSD,GRS,na
southeastasia,Hot Tier,Premium SSD,ZRS,0.24
southeastasia,Hot Tier,Premium SSD,GZRS,na
southeastasia,Cool Tier,Standard HDD,LRS,0.024
southeastasia,Cool Tier,Standard HDD,GRS,0.048
southeastasia,Cool Tier,Standard HDD,ZRS,0.03
southeastasia,Cool Tier,Standard HDD,GZRS,0.054
southeastasia,Cool Tier,Premium SSD,LRS,na
southeastasia,Cool Tier,Premium SSD,GRS,na
southeastasia,Cool Tier,Premium SSD,ZRS,na
southeastasia,Cool Tier,Premium SSD,GZRS,na
southeastasia,Transaction Optimized,Standard HDD,LRS,0.06
southeastasia,Transaction Optimized,Standard HDD,GRS,0.1
southeastasia,Transaction Optimized,Standard HDD,ZRS,0.075
southeastasia,Transaction Optimized,Standard HDD,GZRS,0.135
southeastasia,Transaction Optimized,Premium SSD,LRS,na
southeastasia,Transaction Optimized,Premium SSD,GRS,na
southeastasia,Transaction Optimized,Premium SSD,ZRS,na
southeastasia,Transaction Optimized,Premium SSD,GZRS,na
southindia,Hot Tier,Standard HDD,LRS,0.0357
southindia,Hot Tier,Standard HDD,GRS,0.0713
southindia,Hot Tier,Standard HDD,ZRS,na
southindia,Hot Tier,Standard HDD,GZRS,na
southindia,Hot Tier,Premium SSD,LRS,0.226
southindia,Hot Tier,Premium SSD,GRS,na
southindia,Hot Tier,Premium SSD,ZRS,na
southindia,Hot Tier,Premium SSD,GZRS,na
southindia,Cool Tier,Standard HDD,LRS,0.0225
southindia,Cool Tier,Standard HDD,GRS,0.045
southindia,Cool Tier,Standard HDD,ZRS,na
southindia,Cool Tier,Standard HDD,GZRS,na
southindia,Cool Tier,Premium SSD,LRS,na
southindia,Cool Tier,Premium SSD,GRS,na
southindia,Cool Tier,Premium SSD,ZRS,na
southindia,Cool Tier,Premium SSD,GZRS,na
southindia,Transaction Optimized,Standard HDD,LRS,0.0594
southindia,Transaction Optimized,Standard HDD,GRS,0.099
southindia,Transaction Optimized,Standard HDD,ZRS,na
southindia,Transaction Optimized,Standard HDD,GZRS,na
southindia,Transaction Optimized,Premium SSD,LRS,na
southindia,Transaction Optimized,Premium SSD,GRS,na
southindia,Transaction Optimized,Premium SSD,ZRS,na
southindia,Transaction Optimized,Premium SSD,GZRS,na
spaincentral,Hot Tier,Standard HDD,LRS,0.0271
spaincentral,Hot Tier,Standard HDD,GRS,na
spaincentral,Hot Tier,Standard HDD,ZRS,0.0331
spaincentral,Hot Tier,Standard HDD,GZRS,na
spaincentral,Hot Tier,Premium SSD,LRS,0.192
spaincentral,Hot Tier,Premium SSD,GRS,na
spaincentral,Hot Tier,Premium SSD,ZRS,0.24
spaincentral,Hot Tier,Premium SSD,GZRS,na
spaincentral,Cool Tier,Standard HDD,LRS,0.015
spaincentral,Cool Tier,Standard HDD,GRS,na
spaincentral,Cool Tier,Standard HDD,ZRS,0.01875
spaincentral,Cool Tier,Standard HDD,GZRS,na
spaincentral,Cool Tier,Premium SSD,LRS,na
spaincentral,Cool Tier,Premium SSD,GRS,na
spaincentral,Cool Tier,Premium SSD,ZRS,na
spaincentral,Cool Tier,Premium SSD,GZRS,na
spaincentral,Transaction Optimized,Standard HDD,LRS,0.06
spaincentral,Transaction Optimized,Standard HDD,GRS,na
spaincentral,Transaction Optimized,Standard HDD,ZRS,0.075
spaincentral,Transaction Optimized,Standard HDD,GZRS,na
spaincentral,Transaction Optimized,Premium SSD,LRS,na
spaincentral,Transaction Optimized,Premium SSD,GRS,na
spaincentral,Transaction Optimized,Premium SSD,ZRS,na
spaincentral,Transaction Optimized,Premium SSD,GZRS,na
swedencentral,Hot Tier,Standard HDD,LRS,0.0271
swedencentral,Hot Tier,Standard HDD,GRS,0.0541
swedencentral,Hot Tier,Standard HDD,ZRS,0.0319
swedencentral,Hot Tier,Standard HDD,GZRS,0.0635
swedencentral,Hot Tier,Premium SSD,LRS,0.192
swedencentral,Hot Tier,Premium SSD,GRS,na
swedencentral,Hot Tier,Premium SSD,ZRS,0.24
swedencentral,Hot Tier,Premium SSD,GZRS,na
swedencentral,Cool Tier,Standard HDD,LRS,0.015
swedencentral,Cool Tier,Standard HDD,GRS,0.03
swedencentral,Cool Tier,Standard HDD,ZRS,0.0188
swedencentral,Cool Tier,Standard HDD,GZRS,0.06669
swedencentral,Cool Tier,Premium SSD,LRS,na
swedencentral,Cool Tier,Premium SSD,GRS,na
swedencentral,Cool Tier,Premium SSD,ZRS,na
swedencentral,Cool Tier,Premium SSD,GZRS,na
swedencentral,Transaction Optimized,Standard HDD,LRS,0.06
swedencentral,Transaction Optimized,Standard HDD,GRS,0.1
swedencentral,Transaction Optimized,Standard HDD,ZRS,0.01875
swedencentral,Transaction Optimized,Standard HDD,GZRS,0.135
swedencentral,Transaction Optimized,Premium SSD,LRS,na
swedencentral,Transaction Optimized,Premium SSD,GRS,na
swedencentral,Transaction Optimized,Premium SSD,ZRS,na
swedencentral,Transaction Optimized,Premium SSD,GZRS,na
switzerlandnorth,Hot Tier,Standard HDD,LRS,0.02981
switzerlandnorth,Hot Tier,Standard HDD,GRS,0.05951
switzerlandnorth,Hot Tier,Standard HDD,ZRS,0.045331
switzerlandnorth,Hot Tier,Standard HDD,GZRS,0.092521
switzerlandnorth,Hot Tier,Premium SSD,LRS,0.2112
switzerlandnorth,Hot Tier,Premium SSD,GRS,na
switzerlandnorth,Hot Tier,Premium SSD,ZRS,0.264
switzerlandnorth,Hot Tier,Premium SSD,GZRS,na
switzerlandnorth,Cool Tier,Standard HDD,LRS,0.0165
switzerlandnorth,Cool Tier,Standard HDD,GRS,0.033
switzerlandnorth,Cool Tier,Standard HDD,ZRS,0.026884
switzerlandnorth,Cool Tier,Standard HDD,GZRS,0.073359
switzerlandnorth,Cool Tier,Premium SSD,LRS,na
switzerlandnorth,Cool Tier,Premium SSD,GRS,na
switzerlandnorth,Cool Tier,Premium SSD,ZRS,na
switzerlandnorth,Cool Tier,Premium SSD,GZRS,na
switzerlandnorth,Transaction Optimized,Standard HDD,LRS,0.066
switzerlandnorth,Transaction Optimized,Standard HDD,GRS,0.11
switzerlandnorth,Transaction Optimized,Standard HDD,ZRS,0.0825
switzerlandnorth,Transaction Optimized,Standard HDD,GZRS,0.19305
switzerlandnorth,Transaction Optimized,Premium SSD,LRS,na
switzerlandnorth,Transaction Optimized,Premium SSD,GRS,na
switzerlandnorth,Transaction Optimized,Premium SSD,ZRS,na
switzerlandnorth,Transaction Optimized,Premium SSD,GZRS,na
switzerlandwest,Hot Tier,Standard HDD,LRS,0.038816
switzerlandwest,Hot Tier,Standard HDD,GRS,0.07749
switzerlandwest,Hot Tier,Standard HDD,ZRS,na
switzerlandwest,Hot Tier,Standard HDD,GZRS,na
switzerlandwest,Hot Tier,Premium SSD,LRS,0.27456
switzerlandwest,Hot Tier,Premium SSD,GRS,na
switzerlandwest,Hot Tier,Premium SSD,ZRS,na
switzerlandwest,Hot Tier,Premium SSD,GZRS,na
switzerlandwest,Cool Tier,Standard HDD,LRS,0.02145
switzerlandwest,Cool Tier,Standard HDD,GRS,0.0429
switzerlandwest,Cool Tier,Standard HDD,ZRS,na
switzerlandwest,Cool Tier,Standard HDD,GZRS,na
switzerlandwest,Cool Tier,Premium SSD,LRS,na
switzerlandwest,Cool Tier,Premium SSD,GRS,na
switzerlandwest,Cool Tier,Premium SSD,ZRS,na
switzerlandwest,Cool Tier,Premium SSD,GZRS,na
switzerlandwest,Transaction Optimized,Standard HDD,LRS,0.085838
switzerlandwest,Transaction Optimized,Standard HDD,GRS,0.143478
switzerlandwest,Transaction Optimized,Standard HDD,ZRS,na
switzerlandwest,Transaction Optimized,Standard HDD,GZRS,na
switzerlandwest,Transaction Optimized,Premium SSD,LRS,na
switzerlandwest,Transaction Optimized,Premium SSD,GRS,na
switzerlandwest,Transaction Optimized,Premium SSD,ZRS,na
switzerlandwest,Transaction Optimized,Premium SSD,GZRS,na
uaecentral,Hot Tier,Standard HDD,LRS,0.0352
uaecentral,Hot Tier,Standard HDD,GRS,0.0703
uaecentral,Hot Tier,Standard HDD,ZRS,na
uaecentral,Hot Tier,Standard HDD,GZRS,na
uaecentral,Hot Tier,Premium SSD,LRS,0.25
uaecentral,Hot Tier,Premium SSD,GRS,na
uaecentral,Hot Tier,Premium SSD,ZRS,na
uaecentral,Hot Tier,Premium SSD,GZRS,na
uaecentral,Cool Tier,Standard HDD,LRS,0.0195
uaecentral,Cool Tier,Standard HDD,GRS,0.039
uaecentral,Cool Tier,Standard HDD,ZRS,na
uaecentral,Cool Tier,Standard HDD,GZRS,na
uaecentral,Cool Tier,Premium SSD,LRS,na
uaecentral,Cool Tier,Premium SSD,GRS,na
uaecentral,Cool Tier,Premium SSD,ZRS,na
uaecentral,Cool Tier,Premium SSD,GZRS,na
uaecentral,Transaction Optimized,Standard HDD,LRS,0.06
uaecentral,Transaction Optimized,Standard HDD,GRS,0.1
uaecentral,Transaction Optimized,Standard HDD,ZRS,na
uaecentral,Transaction Optimized,Standard HDD,GZRS,na
uaecentral,Transaction Optimized,Premium SSD,LRS,na
uaecentral,Transaction Optimized,Premium SSD,GRS,na
uaecentral,Transaction Optimized,Premium SSD,ZRS,na
uaecentral,Transaction Optimized,Premium SSD,GZRS,na
uaenorth,Hot Tier,Standard HDD,LRS,0.0304
uaenorth,Hot Tier,Standard HDD,GRS,0.0608
uaenorth,Hot Tier,Standard HDD,ZRS,0.038
uaenorth,Hot Tier,Standard HDD,GZRS,0.092521
uaenorth,Hot Tier,Premium SSD,LRS,0.192
uaenorth,Hot Tier,Premium SSD,GRS,na
uaenorth,Hot Tier,Premium SSD,ZRS,0.24
uaenorth,Hot Tier,Premium SSD,GZRS,na
uaenorth,Cool Tier,Standard HDD,LRS,0.018
uaenorth,Cool Tier,Standard HDD,GRS,0.036
uaenorth,Cool Tier,Standard HDD,ZRS,0.0225
uaenorth,Cool Tier,Standard HDD,GZRS,0.08314
uaenorth,Cool Tier,Premium SSD,LRS,na
uaenorth,Cool Tier,Premium SSD,GRS,na
uaenorth,Cool Tier,Premium SSD,ZRS,na
uaenorth,Cool Tier,Premium SSD,GZRS,na
uaenorth,Transaction Optimized,Standard HDD,LRS,0.06
uaenorth,Transaction Optimized,Standard HDD,GRS,0.1
uaenorth,Transaction Optimized,Standard HDD,ZRS,0.09
uaenorth,Transaction Optimized,Standard HDD,GZRS,0.19035
uaenorth,Transaction Optimized,Premium SSD,LRS,na
uaenorth,Transaction Optimized,Premium SSD,GRS,na
uaenorth,Transaction Optimized,Premium SSD,ZRS,na
uaenorth,Transaction Optimized,Premium SSD,GZRS,na
uksouth,Hot Tier,Standard HDD,LRS,0.0265
uksouth,Hot Tier,Standard HDD,GRS,0.053
uksouth,Hot Tier,Standard HDD,ZRS,0.0331
uksouth,Hot Tier,Standard HDD,GZRS,0.0596
uksouth,Hot Tier,Premium SSD,LRS,0.176
uksouth,Hot Tier,Premium SSD,GRS,na
uksouth,Hot Tier,Premium SSD,ZRS,0.22
uksouth,Hot Tier,Premium SSD,GZRS,na
uksouth,Cool Tier,Standard HDD,LRS,0.0158
uksouth,Cool Tier,Standard HDD,GRS,0.0315
uksouth,Cool Tier,Standard HDD,ZRS,0.0197
uksouth,Cool Tier,Standard HDD,GZRS,0.0355
uksouth,Cool Tier,Premium SSD,LRS,na
uksouth,Cool Tier,Premium SSD,GRS,na
uksouth,Cool Tier,Premium SSD,ZRS,na
uksouth,Cool Tier,Premium SSD,GZRS,na
uksouth,Transaction Optimized,Standard HDD,LRS,0.075
uksouth,Transaction Optimized,Standard HDD,GRS,0.125
uksouth,Transaction Optimized,Standard HDD,ZRS,0.09375
uksouth,Transaction Optimized,Standard HDD,GZRS,0.169
uksouth,Transaction Optimized,Premium SSD,LRS,na
uksouth,Transaction Optimized,Premium SSD,GRS,na
uksouth,Transaction Optimized,Premium SSD,ZRS,na
uksouth,Transaction Optimized,Premium SSD,GZRS,na
ukwest,Hot Tier,Standard HDD,LRS,0.0265
ukwest,Hot Tier,Standard HDD,GRS,0.053
ukwest,Hot Tier,Standard HDD,ZRS,na
ukwest,Hot Tier,Standard HDD,GZRS,na
ukwest,Hot Tier,Premium SSD,LRS,0.194
ukwest,Hot Tier,Premium SSD,GRS,na
ukwest,Hot Tier,Premium SSD,ZRS,na
ukwest,Hot Tier,Premium SSD,GZRS,na
ukwest,Cool Tier,Standard HDD,LRS,0.0158
ukwest,Cool Tier,Standard HDD,GRS,0.0315
ukwest,Cool Tier,Standard HDD,ZRS,na
ukwest,Cool Tier,Standard HDD,GZRS,na
ukwest,Cool Tier,Premium SSD,LRS,na
ukwest,Cool Tier,Premium SSD,GRS,na
ukwest,Cool Tier,Premium SSD,ZRS,na
ukwest,Cool Tier,Premium SSD,GZRS,na
ukwest,Transaction Optimized,Standard HDD,LRS,0.075
ukwest,Transaction Optimized,Standard HDD,GRS,0.125
ukwest,Transaction Optimized,Standard HDD,ZRS,na
ukwest,Transaction Optimized,Standard HDD,GZRS,na
ukwest,Transaction Optimized,Premium SSD,LRS,na
ukwest,Transaction Optimized,Premium SSD,GRS,na
ukwest,Transaction Optimized,Premium SSD,ZRS,na
ukwest,Transaction Optimized,Premium SSD,GZRS,na
westcentralus,Hot Tier,Standard HDD,LRS,0.0276
westcentralus,Hot Tier,Standard HDD,GRS,0.0552
westcentralus,Hot Tier,Standard HDD,ZRS,na
westcentralus,Hot Tier,Standard HDD,GZRS,na
westcentralus,Hot Tier,Premium SSD,LRS,0.192
westcentralus,Hot Tier,Premium SSD,GRS,na
westcentralus,Hot Tier,Premium SSD,ZRS,na
westcentralus,Hot Tier,Premium SSD,GZRS,na
westcentralus,Cool Tier,Standard HDD,LRS,0.015
westcentralus,Cool Tier,Standard HDD,GRS,0.03
westcentralus,Cool Tier,Standard HDD,ZRS,na
westcentralus,Cool Tier,Standard HDD,GZRS,na
westcentralus,Cool Tier,Premium SSD,LRS,na
westcentralus,Cool Tier,Premium SSD,GRS,na
westcentralus,Cool Tier,Premium SSD,ZRS,na
westcentralus,Cool Tier,Premium SSD,GZRS,na
westcentralus,Transaction Optimized,Standard HDD,LRS,0.06
westcentralus,Transaction Optimized,Standard HDD,GRS,0.1
westcentralus,Transaction Optimized,Standard HDD,ZRS,na
westcentralus,Transaction Optimized,Standard HDD,GZRS,na
westcentralus,Transaction Optimized,Premium SSD,LRS,na
westcentralus,Transaction Optimized,Premium SSD,GRS,na
westcentralus,Transaction Optimized,Premium SSD,ZRS,na
westcentralus,Transaction Optimized,Premium SSD,GZRS,na
westeurope,Hot Tier,Standard HDD,LRS,0.0271
westeurope,Hot Tier,Standard HDD,GRS,0.0541
westeurope,Hot Tier,Standard HDD,ZRS,0.0331
westeurope,Hot Tier,Standard HDD,GZRS,0.0635
westeurope,Hot Tier,Premium SSD,LRS,0.192
westeurope,Hot Tier,Premium SSD,GRS,na
westeurope,Hot Tier,Premium SSD,ZRS,0.24
westeurope,Hot Tier,Premium SSD,GZRS,na
westeurope,Cool Tier,Standard HDD,LRS,0.015
westeurope,Cool Tier,Standard HDD,GRS,0.03
westeurope,Cool Tier,Standard HDD,ZRS,0.0197
westeurope,Cool Tier,Standard HDD,GZRS,0.0347
westeurope,Cool Tier,Premium SSD,LRS,na
westeurope,Cool Tier,Premium SSD,GRS,na
westeurope,Cool Tier,Premium SSD,ZRS,na
westeurope,Cool Tier,Premium SSD,GZRS,na
westeurope,Transaction Optimized,Standard HDD,LRS,0.06
westeurope,Transaction Optimized,Standard HDD,GRS,0.1
westeurope,Transaction Optimized,Standard HDD,ZRS,0.075
westeurope,Transaction Optimized,Standard HDD,GZRS,0.135
westeurope,Transaction Optimized,Premium SSD,LRS,na
westeurope,Transaction Optimized,Premium SSD,GRS,na
westeurope,Transaction Optimized,Premium SSD,ZRS,na
westeurope,Transaction Optimized,Premium SSD,GZRS,na
westindia,Hot Tier,Standard HDD,LRS,0.03
westindia,Hot Tier,Standard HDD,GRS,0.06
westindia,Hot Tier,Standard HDD,ZRS,na
westindia,Hot Tier,Standard HDD,GZRS,na
westindia,Hot Tier,Premium SSD,LRS,0.205
westindia,Hot Tier,Premium SSD,GRS,na
westindia,Hot Tier,Premium SSD,ZRS,na
westindia,Hot Tier,Premium SSD,GZRS,na
westindia,Cool Tier,Standard HDD,LRS,0.0228
westindia,Cool Tier,Standard HDD,GRS,0.0456
westindia,Cool Tier,Standard HDD,ZRS,na
westindia,Cool Tier,Standard HDD,GZRS,na
westindia,Cool Tier,Premium SSD,LRS,na
westindia,Cool Tier,Premium SSD,GRS,na
westindia,Cool Tier,Premium SSD,ZRS,na
westindia,Cool Tier,Premium SSD,GZRS,na
westindia,Transaction Optimized,Standard HDD,LRS,0.066
westindia,Transaction Optimized,Standard HDD,GRS,0.11
westindia,Transaction Optimized,Standard HDD,ZRS,na
westindia,Transaction Optimized,Standard HDD,GZRS,na
westindia,Transaction Optimized,Premium SSD,LRS,na
westindia,Transaction Optimized,Premium SSD,GRS,na
westindia,Transaction Optimized,Premium SSD,ZRS,na
westindia,Transaction Optimized,Premium SSD,GZRS,na
westus,Hot Tier,Standard HDD,LRS,0.0287
westus,Hot Tier,Standard HDD,GRS,0.0632
westus,Hot Tier,Standard HDD,ZRS,na
westus,Hot Tier,Standard HDD,GZRS,na
westus,Hot Tier,Premium SSD,LRS,0.176
westus,Hot Tier,Premium SSD,GRS,na
westus,Hot Tier,Premium SSD,ZRS,na
westus,Hot Tier,Premium SSD,GZRS,na
westus,Cool Tier,Standard HDD,LRS,0.0228
westus,Cool Tier,Standard HDD,GRS,0.0501
westus,Cool Tier,Standard HDD,ZRS,na
westus,Cool Tier,Standard HDD,GZRS,na
westus,Cool Tier,Premium SSD,LRS,na
westus,Cool Tier,Premium SSD,GRS,na
westus,Cool Tier,Premium SSD,ZRS,na
westus,Cool Tier,Premium SSD,GZRS,na
westus,Transaction Optimized,Standard HDD,LRS,0.06
westus,Transaction Optimized,Standard HDD,GRS,0.1
westus,Transaction Optimized,Standard HDD,ZRS,na
westus,Transaction Optimized,Standard HDD,GZRS,na
westus,Transaction Optimized,Premium SSD,LRS,na
westus,Transaction Optimized,Premium SSD,GRS,na
westus,Transaction Optimized,Premium SSD,ZRS,na
westus,Transaction Optimized,Premium SSD,GZRS,na
westus2,Hot Tier,Standard HDD,LRS,0.0255
westus2,Hot Tier,Standard HDD,GRS,0.0508
westus2,Hot Tier,Standard HDD,ZRS,0.0317
westus2,Hot Tier,Standard HDD,GZRS,0.0593
westus2,Hot Tier,Premium SSD,LRS,0.16
westus2,Hot Tier,Premium SSD,GRS,na
westus2,Hot Tier,Premium SSD,ZRS,0.2
westus2,Hot Tier,Premium SSD,GZRS,na
westus2,Cool Tier,Standard HDD,LRS,0.015
westus2,Cool Tier,Standard HDD,GRS,0.03
westus2,Cool Tier,Standard HDD,ZRS,0.0188
westus2,Cool Tier,Standard HDD,GZRS,0.0338
westus2,Cool Tier,Premium SSD,LRS,na
westus2,Cool Tier,Premium SSD,GRS,na
westus2,Cool Tier,Premium SSD,ZRS,na
westus2,Cool Tier,Premium SSD,GZRS,na
westus2,Transaction Optimized,Standard HDD,LRS,0.06
westus2,Transaction Optimized,Standard HDD,GRS,0.1
westus2,Transaction Optimized,Standard HDD,ZRS,0.075
westus2,Transaction Optimized,Standard HDD,GZRS,0.135
westus2,Transaction Optimized,Premium SSD,LRS,na
westus2,Transaction Optimized,Premium SSD,GRS,na
westus2,Transaction Optimized,Premium SSD,ZRS,na
westus2,Transaction Optimized,Premium SSD,GZRS,na
westus3,Hot Tier,Standard HDD,LRS,0.0255
westus3,Hot Tier,Standard HDD,GRS,0.0508
westus3,Hot Tier,Standard HDD,ZRS,0.036
westus3,Hot Tier,Standard HDD,GZRS,0.0647
westus3,Hot Tier,Premium SSD,LRS,0.16
westus3,Hot Tier,Premium SSD,GRS,na
westus3,Hot Tier,Premium SSD,ZRS,0.2
westus3,Hot Tier,Premium SSD,GZRS,na
westus3,Cool Tier,Standard HDD,LRS,0.015
westus3,Cool Tier,Standard HDD,GRS,0.03
westus3,Cool Tier,Standard HDD,ZRS,0.0285
westus3,Cool Tier,Standard HDD,GZRS,0.0513
westus3,Cool Tier,Premium SSD,LRS,na
westus3,Cool Tier,Premium SSD,GRS,na
westus3,Cool Tier,Premium SSD,ZRS,na
westus3,Cool Tier,Premium SSD,GZRS,na
westus3,Transaction Optimized,Standard HDD,LRS,0.06
westus3,Transaction Optimized,Standard HDD,GRS,0.1
westus3,Transaction Optimized,Standard HDD,ZRS,0.075
westus3,Transaction Optimized,Standard HDD,GZRS,0.135
westus3,Transaction Optimized,Premium SSD,LRS,na
westus3,Transaction Optimized,Premium SSD,GRS,na
westus3,Transaction Optimized,Premium SSD,ZRS,na
westus3,Transaction Optimized,Premium SSD,GZRS,na
